Pavarde        Vardas         Galutinis      
Pavarde3202    Vardas3202     7.40           
Pavarde3204    Vardas3204     6.20           
Pavarde3205    Vardas3205     8.48           
Pavarde3206    Vardas3206     5.64           
Pavarde3208    Vardas3208     8.12           
Pavarde3210    Vardas3210     7.00           
Pavarde3212    Vardas3212     5.76           
Pavarde3213    Vardas3213     5.48           
Pavarde3216    Vardas3216     6.76           
Pavarde3217    Vardas3217     5.68           
Pavarde3218    Vardas3218     5.28           
Pavarde3219    Vardas3219     6.68           
Pavarde3221    Vardas3221     5.36           
Pavarde3223    Vardas3223     6.96           
Pavarde3226    Vardas3226     6.60           
Pavarde3227    Vardas3227     5.60           
Pavarde3231    Vardas3231     6.80           
Pavarde3232    Vardas3232     6.40           
Pavarde3237    Vardas3237     5.84           
Pavarde3238    Vardas3238     6.28           
Pavarde3239    Vardas3239     5.04           
Pavarde3240    Vardas3240     7.88           
Pavarde3241    Vardas3241     5.12           
Pavarde3242    Vardas3242     6.60           
Pavarde3249    Vardas3249     6.20           
Pavarde3250    Vardas3250     5.00           
Pavarde3251    Vardas3251     5.96           
Pavarde3252    Vardas3252     8.28           
Pavarde3255    Vardas3255     8.08           
Pavarde3257    Vardas3257     7.76           
Pavarde3258    Vardas3258     7.24           
Pavarde3259    Vardas3259     7.08           
Pavarde3262    Vardas3262     6.24           
Pavarde3263    Vardas3263     5.16           
Pavarde3264    Vardas3264     8.80           
Pavarde3265    Vardas3265     7.00           
Pavarde3266    Vardas3266     6.88           
Pavarde3270    Vardas3270     7.52           
Pavarde3271    Vardas3271     8.00           
Pavarde3272    Vardas3272     6.76           
Pavarde3273    Vardas3273     8.16           
Pavarde3274    Vardas3274     5.16           
Pavarde3275    Vardas3275     7.84           
Pavarde3278    Vardas3278     5.48           
Pavarde3279    Vardas3279     5.84           
Pavarde3280    Vardas3280     6.12           
Pavarde3281    Vardas3281     7.92           
Pavarde3282    Vardas3282     6.44           
Pavarde3284    Vardas3284     8.24           
Pavarde3285    Vardas3285     7.80           
Pavarde3286    Vardas3286     5.60           
Pavarde3287    Vardas3287     7.12           
Pavarde3288    Vardas3288     8.20           
Pavarde3289    Vardas3289     6.04           
Pavarde3293    Vardas3293     5.92           
Pavarde3295    Vardas3295     6.04           
Pavarde3296    Vardas3296     7.48           
Pavarde3297    Vardas3297     7.20           
Pavarde3298    Vardas3298     7.96           
Pavarde3299    Vardas3299     8.12           
Pavarde3300    Vardas3300     6.84           
Pavarde3301    Vardas3301     8.24           
Pavarde3302    Vardas3302     8.32           
Pavarde3303    Vardas3303     7.60           
Pavarde3305    Vardas3305     5.60           
Pavarde3306    Vardas3306     6.80           
Pavarde3307    Vardas3307     9.04           
Pavarde3308    Vardas3308     7.84           
Pavarde3309    Vardas3309     6.60           
Pavarde3310    Vardas3310     7.00           
Pavarde3313    Vardas3313     7.32           
Pavarde3314    Vardas3314     7.24           
Pavarde3315    Vardas3315     7.36           
Pavarde3316    Vardas3316     8.16           
Pavarde3317    Vardas3317     8.48           
Pavarde3319    Vardas3319     6.56           
Pavarde3320    Vardas3320     6.88           
Pavarde3321    Vardas3321     7.12           
Pavarde3323    Vardas3323     5.76           
Pavarde3325    Vardas3325     5.36           
Pavarde3326    Vardas3326     5.00           
Pavarde3327    Vardas3327     6.44           
Pavarde3328    Vardas3328     7.24           
Pavarde3332    Vardas3332     7.88           
Pavarde3333    Vardas3333     7.28           
Pavarde3334    Vardas3334     6.00           
Pavarde3336    Vardas3336     6.96           
Pavarde3338    Vardas3338     5.12           
Pavarde3342    Vardas3342     9.04           
Pavarde3343    Vardas3343     7.28           
Pavarde3344    Vardas3344     7.32           
Pavarde3346    Vardas3346     5.84           
Pavarde3348    Vardas3348     5.56           
Pavarde3349    Vardas3349     6.32           
Pavarde3350    Vardas3350     7.76           
Pavarde3352    Vardas3352     7.32           
Pavarde3354    Vardas3354     8.96           
Pavarde3355    Vardas3355     6.40           
Pavarde3356    Vardas3356     6.68           
Pavarde3357    Vardas3357     5.92           
Pavarde3358    Vardas3358     6.12           
Pavarde3359    Vardas3359     5.60           
Pavarde3360    Vardas3360     5.04           
Pavarde3362    Vardas3362     5.72           
Pavarde3363    Vardas3363     6.56           
Pavarde3364    Vardas3364     8.40           
Pavarde3365    Vardas3365     7.84           
Pavarde3366    Vardas3366     8.72           
Pavarde3367    Vardas3367     8.08           
Pavarde3368    Vardas3368     5.60           
Pavarde3370    Vardas3370     5.48           
Pavarde3371    Vardas3371     6.60           
Pavarde3374    Vardas3374     6.04           
Pavarde3376    Vardas3376     8.32           
Pavarde3377    Vardas3377     7.92           
Pavarde3383    Vardas3383     5.72           
Pavarde3384    Vardas3384     8.00           
Pavarde3385    Vardas3385     8.16           
Pavarde3387    Vardas3387     5.48           
Pavarde3388    Vardas3388     6.68           
Pavarde3389    Vardas3389     8.36           
Pavarde3391    Vardas3391     7.16           
Pavarde3392    Vardas3392     7.24           
Pavarde3394    Vardas3394     8.24           
Pavarde3395    Vardas3395     5.20           
Pavarde3396    Vardas3396     7.36           
Pavarde3397    Vardas3397     6.40           
Pavarde3399    Vardas3399     5.88           
Pavarde3401    Vardas3401     6.84           
Pavarde3403    Vardas3403     6.76           
Pavarde3404    Vardas3404     9.20           
Pavarde3407    Vardas3407     6.92           
Pavarde3409    Vardas3409     6.44           
Pavarde3410    Vardas3410     8.32           
Pavarde3411    Vardas3411     7.64           
Pavarde3412    Vardas3412     5.72           
Pavarde3413    Vardas3413     6.28           
Pavarde3415    Vardas3415     5.76           
Pavarde3417    Vardas3417     7.16           
Pavarde3418    Vardas3418     5.44           
Pavarde3419    Vardas3419     7.16           
Pavarde3420    Vardas3420     7.80           
Pavarde3421    Vardas3421     6.52           
Pavarde3422    Vardas3422     6.52           
Pavarde3423    Vardas3423     6.44           
Pavarde3427    Vardas3427     8.24           
Pavarde3428    Vardas3428     6.44           
Pavarde3429    Vardas3429     8.16           
Pavarde3430    Vardas3430     7.96           
Pavarde3431    Vardas3431     5.00           
Pavarde3433    Vardas3433     8.00           
Pavarde3434    Vardas3434     6.00           
Pavarde3437    Vardas3437     6.84           
Pavarde3438    Vardas3438     6.92           
Pavarde3439    Vardas3439     8.24           
Pavarde3440    Vardas3440     5.52           
Pavarde3441    Vardas3441     6.64           
Pavarde3444    Vardas3444     8.24           
Pavarde3445    Vardas3445     6.36           
Pavarde3447    Vardas3447     7.08           
Pavarde3448    Vardas3448     6.20           
Pavarde3449    Vardas3449     6.76           
Pavarde3450    Vardas3450     8.00           
Pavarde3451    Vardas3451     7.24           
Pavarde3453    Vardas3453     9.44           
Pavarde3456    Vardas3456     5.04           
Pavarde3458    Vardas3458     6.48           
Pavarde3459    Vardas3459     8.48           
Pavarde3463    Vardas3463     7.68           
Pavarde3466    Vardas3466     8.72           
Pavarde3472    Vardas3472     6.08           
Pavarde3475    Vardas3475     8.00           
Pavarde3476    Vardas3476     6.56           
Pavarde3477    Vardas3477     6.36           
Pavarde3478    Vardas3478     5.68           
Pavarde3482    Vardas3482     8.12           
Pavarde3483    Vardas3483     6.40           
Pavarde3485    Vardas3485     5.08           
Pavarde3487    Vardas3487     7.24           
Pavarde3489    Vardas3489     7.00           
Pavarde3490    Vardas3490     7.16           
Pavarde3491    Vardas3491     8.08           
Pavarde3494    Vardas3494     7.20           
Pavarde3496    Vardas3496     8.80           
Pavarde3497    Vardas3497     7.40           
Pavarde3498    Vardas3498     8.08           
Pavarde3499    Vardas3499     6.40           
Pavarde3500    Vardas3500     8.72           
Pavarde3502    Vardas3502     6.52           
Pavarde3503    Vardas3503     6.72           
Pavarde3504    Vardas3504     8.32           
Pavarde3505    Vardas3505     5.92           
Pavarde3506    Vardas3506     5.00           
Pavarde3507    Vardas3507     7.92           
Pavarde3508    Vardas3508     7.08           
Pavarde3512    Vardas3512     6.24           
Pavarde3513    Vardas3513     8.72           
Pavarde3514    Vardas3514     5.08           
Pavarde3515    Vardas3515     7.16           
Pavarde3516    Vardas3516     5.96           
Pavarde3517    Vardas3517     6.16           
Pavarde3519    Vardas3519     6.88           
Pavarde3522    Vardas3522     6.76           
Pavarde3523    Vardas3523     6.24           
Pavarde3524    Vardas3524     7.24           
Pavarde3528    Vardas3528     5.72           
Pavarde3529    Vardas3529     5.28           
Pavarde3530    Vardas3530     5.64           
Pavarde3531    Vardas3531     6.28           
Pavarde3535    Vardas3535     9.04           
Pavarde3536    Vardas3536     6.84           
Pavarde3538    Vardas3538     6.68           
Pavarde3540    Vardas3540     6.32           
Pavarde3543    Vardas3543     5.64           
Pavarde3546    Vardas3546     6.36           
Pavarde3547    Vardas3547     6.40           
Pavarde3549    Vardas3549     6.08           
Pavarde3550    Vardas3550     6.92           
Pavarde3551    Vardas3551     7.76           
Pavarde3553    Vardas3553     6.16           
Pavarde3556    Vardas3556     7.08           
Pavarde3557    Vardas3557     5.00           
Pavarde3561    Vardas3561     7.60           
Pavarde3562    Vardas3562     8.08           
Pavarde3563    Vardas3563     5.96           
Pavarde3564    Vardas3564     6.36           
Pavarde3565    Vardas3565     8.88           
Pavarde3566    Vardas3566     5.92           
Pavarde3567    Vardas3567     8.08           
Pavarde3568    Vardas3568     6.52           
Pavarde3569    Vardas3569     6.44           
Pavarde3571    Vardas3571     5.04           
Pavarde3572    Vardas3572     9.04           
Pavarde3575    Vardas3575     6.04           
Pavarde3576    Vardas3576     5.84           
Pavarde3577    Vardas3577     5.84           
Pavarde3578    Vardas3578     7.72           
Pavarde3580    Vardas3580     6.56           
Pavarde3582    Vardas3582     6.16           
Pavarde3584    Vardas3584     6.00           
Pavarde3587    Vardas3587     7.04           
Pavarde3589    Vardas3589     5.12           
Pavarde3590    Vardas3590     6.84           
Pavarde3593    Vardas3593     5.64           
Pavarde3595    Vardas3595     5.64           
Pavarde3596    Vardas3596     8.24           
Pavarde3597    Vardas3597     8.08           
Pavarde3599    Vardas3599     5.96           
Pavarde3600    Vardas3600     6.04           
Pavarde3601    Vardas3601     8.08           
Pavarde3602    Vardas3602     6.04           
Pavarde3603    Vardas3603     7.28           
Pavarde3606    Vardas3606     6.20           
Pavarde3607    Vardas3607     6.68           
Pavarde3608    Vardas3608     5.48           
Pavarde3610    Vardas3610     6.00           
Pavarde3611    Vardas3611     6.16           
Pavarde3615    Vardas3615     7.72           
Pavarde3619    Vardas3619     8.40           
Pavarde3620    Vardas3620     5.00           
Pavarde3621    Vardas3621     6.32           
Pavarde3622    Vardas3622     5.32           
Pavarde3624    Vardas3624     5.88           
Pavarde3628    Vardas3628     7.12           
Pavarde3629    Vardas3629     6.08           
Pavarde3631    Vardas3631     6.52           
Pavarde3632    Vardas3632     7.08           
Pavarde3633    Vardas3633     7.24           
Pavarde3634    Vardas3634     5.24           
Pavarde3637    Vardas3637     6.36           
Pavarde3640    Vardas3640     5.32           
Pavarde3641    Vardas3641     5.48           
Pavarde3642    Vardas3642     5.32           
Pavarde3643    Vardas3643     8.24           
Pavarde3644    Vardas3644     8.56           
Pavarde3645    Vardas3645     8.04           
Pavarde3647    Vardas3647     6.92           
Pavarde3650    Vardas3650     5.00           
Pavarde3651    Vardas3651     5.60           
Pavarde3654    Vardas3654     7.48           
