Pavarde        Vardas         Galutinis      
Pavarde4140    Vardas4140     3.52           
Pavarde4141    Vardas4141     2.36           
Pavarde4142    Vardas4142     3.72           
Pavarde4143    Vardas4143     2.28           
Pavarde4149    Vardas4149     3.96           
Pavarde4150    Vardas4150     3.16           
Pavarde4151    Vardas4151     3.28           
Pavarde4154    Vardas4154     4.12           
Pavarde4155    Vardas4155     4.12           
Pavarde4156    Vardas4156     3.00           
Pavarde4159    Vardas4159     4.28           
Pavarde4162    Vardas4162     3.00           
Pavarde4166    Vardas4166     4.20           
Pavarde4167    Vardas4167     4.76           
Pavarde4169    Vardas4169     2.96           
Pavarde4171    Vardas4171     3.76           
Pavarde4173    Vardas4173     2.12           
Pavarde4174    Vardas4174     3.24           
Pavarde4178    Vardas4178     4.40           
Pavarde4180    Vardas4180     2.96           
Pavarde4181    Vardas4181     4.80           
Pavarde4182    Vardas4182     2.68           
Pavarde4184    Vardas4184     3.44           
Pavarde4185    Vardas4185     4.72           
Pavarde4188    Vardas4188     4.76           
Pavarde4190    Vardas4190     2.88           
Pavarde4191    Vardas4191     3.08           
Pavarde4192    Vardas4192     3.60           
Pavarde4194    Vardas4194     3.60           
Pavarde4201    Vardas4201     4.24           
Pavarde4202    Vardas4202     4.04           
Pavarde4204    Vardas4204     3.36           
Pavarde4206    Vardas4206     3.92           
Pavarde4208    Vardas4208     4.96           
Pavarde4209    Vardas4209     4.68           
Pavarde4212    Vardas4212     2.20           
Pavarde4214    Vardas4214     4.48           
Pavarde4216    Vardas4216     4.28           
Pavarde4218    Vardas4218     3.04           
Pavarde4219    Vardas4219     3.44           
Pavarde4220    Vardas4220     1.72           
Pavarde4221    Vardas4221     3.24           
Pavarde4222    Vardas4222     3.60           
Pavarde4223    Vardas4223     3.84           
Pavarde4227    Vardas4227     4.20           
Pavarde4228    Vardas4228     3.48           
Pavarde4231    Vardas4231     4.80           
Pavarde4234    Vardas4234     3.24           
Pavarde4239    Vardas4239     3.32           
Pavarde4240    Vardas4240     3.44           
Pavarde4247    Vardas4247     2.28           
Pavarde4251    Vardas4251     1.96           
Pavarde4256    Vardas4256     2.12           
Pavarde4257    Vardas4257     2.60           
Pavarde4261    Vardas4261     3.48           
Pavarde4262    Vardas4262     3.88           
Pavarde4264    Vardas4264     2.64           
Pavarde4265    Vardas4265     3.68           
Pavarde4268    Vardas4268     3.36           
Pavarde4269    Vardas4269     2.92           
Pavarde4274    Vardas4274     2.76           
Pavarde4275    Vardas4275     3.76           
Pavarde4276    Vardas4276     4.92           
Pavarde4277    Vardas4277     3.88           
Pavarde4286    Vardas4286     4.44           
Pavarde4290    Vardas4290     4.56           
Pavarde4294    Vardas4294     4.00           
Pavarde4295    Vardas4295     3.28           
Pavarde4296    Vardas4296     1.64           
Pavarde4297    Vardas4297     3.52           
Pavarde4299    Vardas4299     4.96           
Pavarde4302    Vardas4302     3.04           
Pavarde4305    Vardas4305     1.96           
Pavarde4306    Vardas4306     4.04           
Pavarde4307    Vardas4307     3.24           
Pavarde4311    Vardas4311     3.32           
Pavarde4312    Vardas4312     4.56           
Pavarde4319    Vardas4319     3.44           
Pavarde4323    Vardas4323     2.68           
Pavarde4324    Vardas4324     4.32           
Pavarde4325    Vardas4325     3.88           
Pavarde4327    Vardas4327     3.80           
Pavarde4332    Vardas4332     2.44           
Pavarde4336    Vardas4336     2.84           
Pavarde4338    Vardas4338     4.76           
Pavarde4342    Vardas4342     4.00           
Pavarde4343    Vardas4343     3.16           
Pavarde4345    Vardas4345     4.12           
Pavarde4347    Vardas4347     3.20           
Pavarde4348    Vardas4348     3.28           
Pavarde4349    Vardas4349     4.16           
Pavarde4350    Vardas4350     3.60           
Pavarde4351    Vardas4351     2.84           
Pavarde4352    Vardas4352     4.56           
Pavarde4356    Vardas4356     3.52           
Pavarde4357    Vardas4357     3.72           
Pavarde4359    Vardas4359     4.16           
Pavarde4363    Vardas4363     4.44           
Pavarde4367    Vardas4367     2.96           
Pavarde4369    Vardas4369     4.72           
Pavarde4371    Vardas4371     3.44           
Pavarde4373    Vardas4373     4.16           
Pavarde4375    Vardas4375     2.64           
Pavarde4376    Vardas4376     4.60           
Pavarde4377    Vardas4377     4.12           
Pavarde4380    Vardas4380     4.52           
Pavarde4381    Vardas4381     2.84           
Pavarde4383    Vardas4383     4.80           
Pavarde4384    Vardas4384     3.52           
Pavarde4385    Vardas4385     3.00           
Pavarde4386    Vardas4386     4.64           
Pavarde4391    Vardas4391     3.40           
Pavarde4394    Vardas4394     3.80           
Pavarde4398    Vardas4398     2.64           
Pavarde4400    Vardas4400     4.28           
Pavarde4402    Vardas4402     3.00           
Pavarde4405    Vardas4405     2.64           
Pavarde4406    Vardas4406     4.08           
Pavarde4407    Vardas4407     3.96           
Pavarde4408    Vardas4408     4.32           
Pavarde4410    Vardas4410     2.64           
Pavarde4412    Vardas4412     4.40           
Pavarde4413    Vardas4413     4.56           
Pavarde4415    Vardas4415     4.40           
Pavarde4417    Vardas4417     4.84           
Pavarde4419    Vardas4419     3.68           
Pavarde4424    Vardas4424     3.44           
Pavarde4427    Vardas4427     2.84           
Pavarde4429    Vardas4429     4.52           
Pavarde4432    Vardas4432     3.60           
Pavarde4433    Vardas4433     4.08           
Pavarde4436    Vardas4436     3.40           
Pavarde4437    Vardas4437     3.28           
Pavarde4441    Vardas4441     3.72           
Pavarde4442    Vardas4442     4.60           
Pavarde4443    Vardas4443     3.84           
Pavarde4444    Vardas4444     3.72           
Pavarde4446    Vardas4446     3.32           
Pavarde4447    Vardas4447     2.92           
Pavarde4448    Vardas4448     3.72           
Pavarde4450    Vardas4450     3.68           
Pavarde4453    Vardas4453     4.64           
Pavarde4455    Vardas4455     3.84           
Pavarde4456    Vardas4456     3.00           
Pavarde4459    Vardas4459     4.80           
Pavarde4463    Vardas4463     2.96           
Pavarde4464    Vardas4464     4.44           
Pavarde4472    Vardas4472     3.96           
Pavarde4473    Vardas4473     4.96           
Pavarde4476    Vardas4476     4.08           
Pavarde4480    Vardas4480     2.64           
Pavarde4483    Vardas4483     4.84           
Pavarde4484    Vardas4484     3.76           
Pavarde4487    Vardas4487     4.40           
Pavarde4491    Vardas4491     4.44           
Pavarde4492    Vardas4492     3.24           
Pavarde4493    Vardas4493     3.68           
Pavarde4497    Vardas4497     4.44           
Pavarde4499    Vardas4499     4.24           
Pavarde4502    Vardas4502     4.32           
Pavarde4503    Vardas4503     3.48           
Pavarde4504    Vardas4504     4.56           
Pavarde4505    Vardas4505     3.84           
Pavarde4506    Vardas4506     2.44           
Pavarde4508    Vardas4508     3.56           
Pavarde4509    Vardas4509     3.36           
Pavarde4510    Vardas4510     3.76           
Pavarde4511    Vardas4511     2.20           
Pavarde4512    Vardas4512     3.84           
Pavarde4516    Vardas4516     4.16           
Pavarde4522    Vardas4522     4.72           
Pavarde4525    Vardas4525     3.68           
Pavarde4528    Vardas4528     3.56           
Pavarde4533    Vardas4533     4.40           
Pavarde4535    Vardas4535     4.28           
Pavarde4536    Vardas4536     3.68           
Pavarde4538    Vardas4538     4.28           
Pavarde4539    Vardas4539     3.72           
Pavarde4540    Vardas4540     4.60           
Pavarde4545    Vardas4545     3.24           
Pavarde4546    Vardas4546     4.16           
Pavarde4552    Vardas4552     2.52           
Pavarde4554    Vardas4554     3.88           
Pavarde4555    Vardas4555     2.48           
Pavarde4556    Vardas4556     4.56           
Pavarde4558    Vardas4558     4.08           
Pavarde4560    Vardas4560     4.16           
Pavarde4564    Vardas4564     2.12           
Pavarde4573    Vardas4573     4.72           
Pavarde4574    Vardas4574     3.00           
Pavarde4578    Vardas4578     4.60           
Pavarde4585    Vardas4585     2.36           
Pavarde4587    Vardas4587     4.68           
Pavarde4589    Vardas4589     4.96           
Pavarde4591    Vardas4591     4.00           
Pavarde4593    Vardas4593     4.24           
Pavarde4594    Vardas4594     2.88           
Pavarde4598    Vardas4598     3.92           
Pavarde4601    Vardas4601     4.80           
Pavarde4602    Vardas4602     2.60           
Pavarde4603    Vardas4603     3.36           
Pavarde4604    Vardas4604     4.92           
Pavarde4606    Vardas4606     3.80           
Pavarde4607    Vardas4607     2.52           
Pavarde4610    Vardas4610     3.88           
Pavarde4611    Vardas4611     2.12           
Pavarde4615    Vardas4615     3.56           
Pavarde4618    Vardas4618     2.92           
Pavarde4619    Vardas4619     3.76           
Pavarde4620    Vardas4620     4.20           
Pavarde4622    Vardas4622     3.96           
Pavarde4623    Vardas4623     4.56           
Pavarde4624    Vardas4624     3.12           
Pavarde4626    Vardas4626     4.12           
Pavarde4629    Vardas4629     4.44           
Pavarde4630    Vardas4630     4.96           
Pavarde4634    Vardas4634     4.04           
Pavarde4640    Vardas4640     3.96           
Pavarde4643    Vardas4643     3.52           
Pavarde4645    Vardas4645     2.84           
Pavarde4648    Vardas4648     3.96           
Pavarde4649    Vardas4649     3.12           
Pavarde4650    Vardas4650     4.92           
Pavarde4652    Vardas4652     4.84           
Pavarde4654    Vardas4654     4.00           
Pavarde4656    Vardas4656     4.00           
Pavarde4657    Vardas4657     1.64           
Pavarde4664    Vardas4664     3.68           
Pavarde4668    Vardas4668     2.76           
Pavarde4670    Vardas4670     2.56           
Pavarde4671    Vardas4671     3.80           
Pavarde4678    Vardas4678     3.68           
Pavarde4682    Vardas4682     1.80           
Pavarde4684    Vardas4684     2.52           
Pavarde4686    Vardas4686     3.24           
Pavarde4687    Vardas4687     2.44           
Pavarde4688    Vardas4688     3.04           
Pavarde4696    Vardas4696     2.80           
Pavarde4697    Vardas4697     3.16           
Pavarde4699    Vardas4699     4.92           
Pavarde4704    Vardas4704     3.96           
Pavarde4707    Vardas4707     2.16           
Pavarde4711    Vardas4711     4.88           
Pavarde4712    Vardas4712     2.72           
Pavarde4715    Vardas4715     2.76           
Pavarde4718    Vardas4718     2.44           
Pavarde4719    Vardas4719     3.12           
Pavarde4720    Vardas4720     4.72           
Pavarde4721    Vardas4721     3.12           
Pavarde4722    Vardas4722     4.04           
Pavarde4723    Vardas4723     3.08           
Pavarde4724    Vardas4724     3.64           
Pavarde4728    Vardas4728     4.24           
Pavarde4729    Vardas4729     2.20           
Pavarde4730    Vardas4730     4.52           
Pavarde4732    Vardas4732     4.80           
Pavarde4733    Vardas4733     3.76           
Pavarde4735    Vardas4735     3.60           
Pavarde4736    Vardas4736     3.28           
Pavarde4740    Vardas4740     4.20           
Pavarde4741    Vardas4741     4.20           
Pavarde4742    Vardas4742     3.96           
Pavarde4743    Vardas4743     3.84           
Pavarde4748    Vardas4748     3.28           
Pavarde4749    Vardas4749     3.36           
Pavarde4753    Vardas4753     3.08           
Pavarde4755    Vardas4755     3.72           
Pavarde4759    Vardas4759     4.96           
Pavarde4763    Vardas4763     3.68           
Pavarde4768    Vardas4768     2.24           
Pavarde4773    Vardas4773     3.68           
Pavarde4775    Vardas4775     2.80           
Pavarde4777    Vardas4777     4.20           
Pavarde4780    Vardas4780     3.40           
Pavarde4783    Vardas4783     4.24           
Pavarde4784    Vardas4784     4.32           
Pavarde4785    Vardas4785     4.56           
Pavarde4787    Vardas4787     4.76           
Pavarde4789    Vardas4789     4.84           
Pavarde4792    Vardas4792     3.16           
